title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	extract_protocol_ch1.2	taxid_ch1	description	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	platform_id	contact_name	contact_email	contact_department	contact_institute	contact_address	contact_city	contact_zip.postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	supplementary_file_2	experiment	study	sample	experiment.1	run	ftp
healthy cortex cell 35	GSM1657905	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: hippocampus	hybrid	age: postnatal 54 years	c1 chip id: 1772078218	experiment_sample_name: AB_S8	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486298	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995895	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657905/suppl/GSM1657905_1772078218.C08.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995895	SRX995895	SRP057196	SRS910606	SRX995895	SRR1974577	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995895/SRR1974577/SRR1974577.sra
healthy cortex cell 36	GSM1657906	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: hippocampus	OPC	age: postnatal 54 years	c1 chip id: 1772078218	experiment_sample_name: AB_S8	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486299	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995896	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657906/suppl/GSM1657906_1772078218.C09.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995896	SRX995896	SRP057196	SRS910605	SRX995896	SRR1974578	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995896/SRR1974578/SRR1974578.sra
healthy cortex cell 37	GSM1657907	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: hippocampus	OPC	age: postnatal 54 years	c1 chip id: 1772078218	experiment_sample_name: AB_S8	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486300	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995897	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657907/suppl/GSM1657907_1772078218.C13.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995897	SRX995897	SRP057196	SRS910607	SRX995897	SRR1974579	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995897/SRR1974579/SRR1974579.sra
healthy cortex cell 38	GSM1657908	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: hippocampus	OPC	age: postnatal 54 years	c1 chip id: 1772078218	experiment_sample_name: AB_S8	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486301	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995898	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657908/suppl/GSM1657908_1772078218.C18.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995898	SRX995898	SRP057196	SRS910604	SRX995898	SRR1974580	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995898/SRR1974580/SRR1974580.sra
healthy cortex cell 39	GSM1657909	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: hippocampus	OPC	age: postnatal 54 years	c1 chip id: 1772078218	experiment_sample_name: AB_S8	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486302	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995899	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657909/suppl/GSM1657909_1772078218.C23.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995899	SRX995899	SRP057196	SRS910603	SRX995899	SRR1974581	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995899/SRR1974581/SRR1974581.sra
healthy cortex cell 40	GSM1657910	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: hippocampus	microglia	age: postnatal 54 years	c1 chip id: 1772078218	experiment_sample_name: AB_S8	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486303	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995900	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657910/suppl/GSM1657910_1772078218.C27.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995900	SRX995900	SRP057196	SRS910602	SRX995900	SRR1974582	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995900/SRR1974582/SRR1974582.sra
healthy cortex cell 41	GSM1657911	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: hippocampus	OPC	age: postnatal 54 years	c1 chip id: 1772078218	experiment_sample_name: AB_S8	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486304	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995901	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657911/suppl/GSM1657911_1772078218.C29.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995901	SRX995901	SRP057196	SRS910601	SRX995901	SRR1974583	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995901/SRR1974583/SRR1974583.sra
healthy cortex cell 42	GSM1657912	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: hippocampus	hybrid	age: postnatal 54 years	c1 chip id: 1772078218	experiment_sample_name: AB_S8	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486305	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995902	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657912/suppl/GSM1657912_1772078218.C32.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995902	SRX995902	SRP057196	SRS910600	SRX995902	SRR1974584	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995902/SRR1974584/SRR1974584.sra
healthy cortex cell 43	GSM1657913	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: hippocampus	OPC	age: postnatal 54 years	c1 chip id: 1772078218	experiment_sample_name: AB_S8	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486306	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995903	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657913/suppl/GSM1657913_1772078218.C34.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995903	SRX995903	SRP057196	SRS910599	SRX995903	SRR1974585	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995903/SRR1974585/SRR1974585.sra
healthy cortex cell 44	GSM1657914	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: hippocampus	OPC	age: postnatal 54 years	c1 chip id: 1772078218	experiment_sample_name: AB_S8	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486307	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995904	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657914/suppl/GSM1657914_1772078218.C43.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995904	SRX995904	SRP057196	SRS910598	SRX995904	SRR1974586	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995904/SRR1974586/SRR1974586.sra
healthy cortex cell 45	GSM1657915	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: hippocampus	OPC	age: postnatal 54 years	c1 chip id: 1772078218	experiment_sample_name: AB_S8	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486308	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995905	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657915/suppl/GSM1657915_1772078218.C44.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995905	SRX995905	SRP057196	SRS910597	SRX995905	SRR1974587	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995905/SRR1974587/SRR1974587.sra
healthy cortex cell 46	GSM1657916	Public on May 20 2015	Apr 15 2015	Nov 06 2015	SRA	1	Brain	Homo sapiens	tissue: hippocampus	OPC	age: postnatal 54 years	c1 chip id: 1772078218	experiment_sample_name: AB_S8	total RNA	C1 autoprep standard protocol	C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol	Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.	9606	Single cell from healthy human cortex	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Martin,,Enge	martin.enge@ki.se	Dep of Oncology-Pathology	Karolinska Institute	CCK, Z4	Stockholm	S-171 76	Sweden	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486309	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995906	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1657nnn/GSM1657916/suppl/GSM1657916_1772078218.C47.csv.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995906	SRX995906	SRP057196	SRS910594	SRX995906	SRR1974588	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX995/SRX995906/SRR1974588/SRR1974588.sra
